title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance
Machine-Learning-Driven Molecular Design and Structure–Property–Performance Relationships in Pharmaceutical Chemistry	2026-06-19	Molecules	https://doi.org/10.3390/molecules31122162	https://doi.org/10.3390/molecules31122162	0	16.811	active_learning,catalysis,equivariant_ml,foundation_model,high_throughput,md,ml,multimodal,review,uncertainty	This review examines the emerging role of machine learning (ML) in pharmaceutical chemistry, with emphasis on molecular design, synthetic feasibility, and structure-property-performance (SPP) relationships.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Artificial Intelligence in Gas Hydrate Management: A Comprehensive Review	2026-07-01	Petroleum Research	https://doi.org/10.1016/j.ptlrs.2026.06.002	https://doi.org/10.1016/j.ptlrs.2026.06.002	0	16.344	force_field,h2,high_throughput,md,ml,physics_informed,review,self_supervised,uncertainty	Gas hydrate applications range from energy extraction, carbon mitigation (CO 2 hydrates), hydrogen (H 2 ) storage, flow assurance to geohazards, but the thermodynamics, kinetics, and geology of gas hydrate systems are complex and lack sufficient experimental data.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
The FAST Framework: Developing a Data-Efficient Machine Learning Potential to Decode Superionic Transition-Induced Thermophysical and Kinetic Anomalies in UO2 under Extreme Conditions	2026-06-19	arXiv (Cornell University)		https://arxiv.org/abs/2606.21796	0	15.511	active_learning,dft,foundation_model,h2,interatomic_potential,md,ml,oxide,separation,transfer_learning	To address this, we develop a versatile machine learning interatomic potential (MLIP) for $UO_2$ by proposing an efficient training strategy, termed the "FAST" (Fine-tuning via Active-learning and Superionic-Targeting) framework.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Breaking Bottlenecks in Solid Electrolyte Discovery with Large Artificial Intelligence Models	2026-06-23	arXiv (Cornell University)		https://arxiv.org/abs/2606.24480	0	15.356	active_learning,battery,catalysis,dft,electrolyte,foundation_model,h2,high_throughput,interatomic_potential,ml,multimodal,uncertainty	Solid electrolytes (SEs) are central to next-generation metal batteries, yet their discovery remains constrained by fragmented data, limited transferability of simulations, and slow experimental iteration.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Adaptive fine-tuning of foundation models for crystal structure prediction: Discovery of high-pressure phases in the CaFeNi system	2026-06-29	arXiv (Cornell University)		https://arxiv.org/abs/2606.30870	0	14.822	crystal,dft,foundation_model,h2,interatomic_potential,ml,transfer_learning	Here we introduce a self-consistent, foundation-model-assisted CSP workflow that combines evolutionary search with adaptive data selection and fine-tuning.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Phase prediction in high-entropy alloys through uncertainty sampling and symbolic classification-based parameter discovery	2026-06-11	npj Computational Materials	https://doi.org/10.1038/s41524-026-02189-5	https://doi.org/10.1038/s41524-026-02189-5	0	14.822	active_learning,alloy,h2,ml,priority_journal,uncertainty	Data imbalance represents critical challenges for data-driven approaches in materials data modeling.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
CoTAR: Topology and Atomic State Reconstruction in Condensed Phases	2026-06-26	arXiv (Cornell University)		https://arxiv.org/abs/2606.27636	0	14.789	dft,force_field,gnn,h2,interatomic_potential,md,ml,transfer_learning	Here, we present CoTAR, a hybrid graph neural network (GNN)--hidden Markov model (HMM) framework that reconstructs molecular topology, formal charges, and unpaired electrons from atomic species, coordinates, and total charge by combining message passing on a proximity graph with a van der Waals prior, chemical constraints, and temporal smoothing.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Equivariant Graph Neural Networks Improve Optical Spectra Prediction for Materials Screening	2026-06-17	arXiv (Cornell University)		https://arxiv.org/abs/2606.19133	0	14.189	equivariant_ml,gnn,high_throughput,ml,surrogate_model	Scalable prediction of optical spectra is a critical component of high-throughput materials screening for optoelectronic applications such as solar cells.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Chemical intuition on bond-dissociation energies as an emergent ability of universal machine-learning interatomic potentials	2026-07-02	Nature Communications	https://doi.org/10.1038/s41467-026-74919-8	https://doi.org/10.1038/s41467-026-74919-8	0	14.056	equivariant_ml,h2,interatomic_potential,priority_journal	Here we show that an E(3)-equivariant machine-learning interatomic potential learns local bond information without direct supervision of bond properties.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Active Learning for Generalizable Detonation Performance Prediction of Energetic Materials	2026-06-30	Chemistry of Materials	https://doi.org/10.1021/acs.chemmater.6c01049	https://doi.org/10.1021/acs.chemmater.6c01049	0	14.033	active_learning,dft,h2,high_throughput,ml,surrogate_model	The resulting high-throughput workflow iteratively expands the training data set by selecting new molecules in a targeted manner that balances the exploration of broad chemical space with the exploitation of promising high-performing candidates.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
