title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance	transfer_distance	mof_transfer_route
The impact of spurious imaginary phonon modes on thermal properties of Metal-organic Frameworks	2026-07-17	npj Computational Materials	https://doi.org/10.1038/s41524-026-02231-6	https://doi.org/10.1038/s41524-026-02231-6	0	11.967	adsorption,co2,dft,h2,high_throughput,interatomic_potential,ml,mof,porous_material,priority_journal,separation	Finally, we introduce a simple, rapid post-processing workflow that can be applied to standard phonon calculations to effectively correct heat capacity estimates and account for spurious imaginary modes in MOFs.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
Smart Catalyst Design: Integrating Structure–Activity Relationships with Computational and Data-Driven Approaches	2026-04-22	International Journal of Creative and Open Research in Engineering and Management	https://doi.org/10.55041/ijcope.v2i4.571	https://doi.org/10.55041/ijcope.v2i4.571	0	10.011	catalysis,catalyst_descriptor,co2,electrocatalysis,high_throughput,ml,mof,review,separation	Special attention is given to the emerging approaches based on the exploitation of designer-like methods, high-throughput experimentation, and data-driven approaches, to explore huge compositional and structural spaces.	Descriptor transfer depends on whether the proposed active-site model remains physically faithful in MOF node or defect environments. Likely sensitive to training-set coverage and transferability across chemistries.	Test whether active-site descriptors transfer to MOF nodes, defects, bimetallic sites, or local-field-controlled catalytic regimes. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
AIM 2 DAT: A Python-based Automated Ab Initio MaterialModeling and Data Analysis Toolkit	2026-07-11	Electronic Structure	https://doi.org/10.1088/2516-1075/ae8964	https://doi.org/10.1088/2516-1075/ae8964	0	9.400	battery,dft,h2,high_throughput,ml,mof	Herein, we introduce the Automated Ab Initio&#xD;Materials Modeling and Data Analysis Toolkit (aim 2 dat), a Python package offering a user-friendly interface to generate and handle big data, design high-throughput workflows based on density functional theory calculations, and analyze the output.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Directly relevant to MOF work, but likely less novel for this transfer-focused profile.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
Metal-organic frameworks (MOFs) based adsorbents for efficient removal of antibiotic pollutants from water	2026-07-08	Frontiers in Materials	https://doi.org/10.3389/fmats.2026.1865413	https://doi.org/10.3389/fmats.2026.1865413	0	8.867	adsorption,equivariant_ml,mof,porous_material,review,water	Antibiotics in aquatic environments pose serious risks to ecosystems and human health due to their continuous release from pharmaceutical industries, hospitals, and urban wastewater.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
Descriptor Adequacy as a Materials-Regime Principle in MOF Adsorption Machine Learning	2026-07-03	ChemRxiv	https://doi.org/10.26434/chemrxiv.15002252/v2	https://doi.org/10.26434/chemrxiv.15002252/v2	0	8.811	adsorption,force_field,h2,high_throughput,ml,mof,separation,uncertainty	Machine learning is changing how metal--organic frameworks (MOFs) are screened for gas storage and separation, but its reliability depends on a basic question: does the descriptor contain the physics that controls the adsorption property?	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
FLAMES – A flexible and extensible code for Monte Carlo simulations of nanoporous materials	2026-06-11	ChemRxiv	https://doi.org/10.26434/chemrxiv.15004623/v1	https://doi.org/10.26434/chemrxiv.15004623/v1	0	8.567	adsorption,cof,dft,force_field,gcmc,h2,interatomic_potential,md,mof,porous_material,zeolite	Here, we introduce FLAMES (Flexible Lattice Adsorption by Monte Carlo Engine Simulation), a new software package designed to perform Monte Carlo-based simulations of nanoporous materials using MLIPs and other energy calculation methods, paving the way for more accurate and physically realistic molecular simulations.	Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
Applied Design Strategies for MOFs in CO 2 Capture: Balancing Stability, Selectivity, and Scalability	2026-06-01	ChemistrySelect	https://doi.org/10.1002/slct.73531	https://doi.org/10.1002/slct.73531	0	8.456	co2,h2,high_throughput,ml,mof,oxide,porous_material,review,separation	ABSTRACT Metal–organic frameworks (MOFs) have become promising materials for capturing carbon dioxide from industrial sources and the atmosphere due to their adjustable porosity, high surface areas, and customizable chemical properties.	Likely sensitive to training-set coverage and transferability across chemistries. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Directly relevant to MOF work, but likely less novel for this transfer-focused profile.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
AI-integrated manufacturing of advanced materials for energy storage, catalysis, and environmental applications	2026-07-03	Frontiers in Chemistry	https://doi.org/10.3389/fchem.2026.1864044	https://doi.org/10.3389/fchem.2026.1864044	0	8.311	active_learning,adsorption,catalysis,catalyst_descriptor,co2,dft,electrocatalysis,h2,high_throughput,ml,mof,separation	The incorporation of artificial intelligence (AI) into energy systems has become a transformative strategy for tackling global energy related challenges, particularly energy vulnerability (EVI).	Descriptor transfer depends on whether the proposed active-site model remains physically faithful in MOF node or defect environments. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Test whether active-site descriptors transfer to MOF nodes, defects, bimetallic sites, or local-field-controlled catalytic regimes. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
Data-Driven Design of Metal-Organic Frameworks for Photoelectrochemical Reactions	2026-07-15	ACS Energy Letters	https://doi.org/10.1021/acsenergylett.6c00550	https://doi.org/10.1021/acsenergylett.6c00550	0	7.944	battery,electrocatalysis,h2,high_throughput,ml,mof,multimodal,photocatalysis,porous_material,separation	We present a data-driven workflow integrating hybrid quantum chemical calculations with a multimodal AI model (MOFTransformer) to efficiently predict oxidation and reduction potentials for over 270,000 known and hypothetical MOFs.	Likely sensitive to training-set coverage and transferability across chemistries. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
Large language model agents accelerate inverse design of metal-organic frameworks for gas separation	2026-07-12	arXiv (Cornell University)		https://arxiv.org/abs/2607.10559	0	7.911	active_learning,foundation_model,gcmc,generative_model,h2,high_throughput,ml,mof,separation	Here, we present LEMO Agent, a large-language-model agent framework for closed-loop inverse design of gas-separation MOFs in MOFid space.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
