title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance
Prototype-Guided Latent Alignment for Data-Efficient Fine-Tuning of Molecular Foundation Models	2026-05-28	ArXiv.org		https://arxiv.org/abs/2605.29969	0	19.100	dft,equivariant_ml,foundation_model,gnn,h2,high_throughput,interatomic_potential,ml,transfer_learning,uncertainty	Machine learning interatomic potentials (MLIPs) have transformed materials discovery by leveraging graph neural networks (GNNs) to predict material properties with near density functional theory (DFT) accuracy.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Towards Automated Discovery: A Review of Generative Models, Multimodal Learning and Closed-Loop Workflows in Inverse Materials Design	2026-06-01	ArXiv.org		https://arxiv.org/abs/2606.02507	0	17.044	active_learning,crystal,generative_model,h2,high_throughput,md,multimodal,physics_informed,review	Inverse materials design is shifting materials discovery from forward prediction to targeted proposal of candidates that satisfy objectives under physical constraints.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Towards Automated Discovery: A Review of Generative Models, Multimodal Learning and Closed-Loop Workflows in Inverse Materials Design	2026-06-01	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2606.02507	https://doi.org/10.48550/arxiv.2606.02507	0	17.044	active_learning,crystal,generative_model,h2,high_throughput,md,multimodal,physics_informed,review	Inverse materials design is shifting materials discovery from forward prediction to targeted proposal of candidates that satisfy objectives under physical constraints.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Stein Kernelized Molecular Dynamics for Active Learning of Interatomic Potentials	2026-06-02	ArXiv.org		https://arxiv.org/abs/2606.04100	0	15.856	active_learning,equivariant_ml,h2,interatomic_potential,md,ml,physics_informed,transfer_learning	We introduce Stein kernelized molecular dynamics (SKMD), an enhanced sampling method that uses interacting particle dynamics to acquire informative training configurations for the active learning and fine-tuning of MLIPs.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Differentiable Particle-Mesh Ewald with Cartesian Tensor Message Passing for Learning Long-Range Electrostatics and Dipole Response	2026-06-01	arXiv (Cornell University)		https://arxiv.org/abs/2606.01598	0	15.844	equivariant_ml,gnn,h2,interatomic_potential,md,ml,physics_informed,separation,uncertainty	Here we introduce a fully differentiable PME framework for learned charges and learned atomic dipoles within an E(n)-equivariant Cartesian tensor message passing network.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
DSpinGNN: A Physics-Informed Equivariant Graph Neural Network for Dynamic Magnetic Exchange Prediction in Strain-Deformed Monolayer CrI$_3$	2026-06-10	ArXiv.org		https://arxiv.org/abs/2606.11685	0	15.644	crystal,dft,equivariant_ml,gnn,h2,md,ml,physics_informed,uncertainty	Here we introduce DSpinGNN, a bifurcated machine-learning architecture comprising an $E(3)$-equivariant graph neural network (E-GNN) for classical Langevin structural dynamics and a physics-informed $Δ$-MLP that maps instantaneous local Cr-I-Cr bond geometry to isotropic exchange couplings, with the Goodenough-Kanamori superexchange relationship embedded as an analytical inductive bias.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Inverse Design of Amorphous Materials With Targeted Properties	2026-06-09	Advanced Materials	https://doi.org/10.1002/adma.202522493	https://doi.org/10.1002/adma.202522493	0	15.233	catalysis,crystal,generative_model,h2,md,ml,priority_journal	First, we demonstrate the inherent challenges for diffusion models to generate relaxed structures.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Physics-informed generative AI for semiconductor manufacturing: Enforcing hard physical constraints in generative models by construction	2026-06-08	ArXiv.org		https://arxiv.org/abs/2606.11247	0	15.122	foundation_model,generative_model,h2,high_throughput,md,multimodal,physics_informed,review	Generative models are increasingly used to propose designs, data, and control actions for physical systems, yet many such systems are governed by hard physical constraints rather than by perceptual plausibility.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Inverse design of bespoke interatomic potentials via active learning by information-matching	2026-06-06	arXiv (Cornell University)		https://arxiv.org/abs/2606.08148	0	15.100	active_learning,dft,generative_model,h2,interatomic_potential,uncertainty	Interatomic potentials (IPs) enable large-scale atomistic simulations beyond the reach of first-principles methods, but their predictive reliability depends critically on the selection of training data, quantified uncertainty, and model expressiveness.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Non-covalent Interactions at cm$^{-1}$ Accuracy: Data Efficient Physics-Informed Distillation for Machine Learning Interatomic Potentials	2026-06-03	ArXiv.org		https://arxiv.org/abs/2606.05127	0	15.067	foundation_model,h2,interatomic_potential,ml,physics_informed,transfer_learning	Here we show that knowledge distillation from a pretrained universal machine-learning interatomic potential (MLIP), followed by coupled-cluster fine-tuning with single and double excitations and perturbative triples [CCSD(T)], transfers not only low-cost labels but a physically meaningful prior on interaction length scales, anisotropy, and the repulsive-dispersive balance, which CCSD(T) data then sharpens to quantum-chemical accuracy.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Phase prediction in high-entropy alloys through uncertainty sampling and symbolic classification-based parameter discovery	2026-06-11	npj Computational Materials	https://doi.org/10.1038/s41524-026-02189-5	https://doi.org/10.1038/s41524-026-02189-5	0	15.056	active_learning,alloy,h2,ml,priority_journal,uncertainty	Data imbalance represents critical challenges for data-driven approaches in materials data modeling.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Inverse Design of Novel Antiferromagnets Through Symmetry-aware Generation	2026-06-10	npj Computational Materials	https://doi.org/10.1038/s41524-026-02169-9	https://doi.org/10.1038/s41524-026-02169-9	0	15.044	crystal,generative_model,h2,high_throughput,physics_informed,priority_journal	Here we present a symmetry-informed generative framework that explicitly encodes crystal symmetry into the structural representation, enabling targeted exploration of high-symmetry crystals in which antiferromagnetic states are favored.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
